crime_type,latitude,longitude,geometry
WEAPONS VIOLATION,41.79392664,-87.673456212,POINT (-87.673456212 41.79392664)
WEAPONS VIOLATION,41.799590342,-87.657789273,POINT (-87.657789273 41.799590342)
WEAPONS VIOLATION,41.795090788,-87.662185864,POINT (-87.662185864 41.795090788)
WEAPONS VIOLATION,41.794822731,-87.645172774,POINT (-87.645172774 41.794822731)
WEAPONS VIOLATION,41.801095171,-87.647760989,POINT (-87.647760989 41.801095171)
WEAPONS VIOLATION,41.805707556,-87.673405025,POINT (-87.673405025 41.805707556)
WEAPONS VIOLATION,41.800341832,-87.664749692,POINT (-87.664749692 41.800341832)
WEAPONS VIOLATION,,,POINT EMPTY
WEAPONS VIOLATION,41.800732214,-87.655037617,POINT (-87.655037617 41.800732214)
WEAPONS VIOLATION,41.796644361,-87.676002795,POINT (-87.676002795 41.796644361)
WEAPONS VIOLATION,41.798931177,-87.675667692,POINT (-87.675667692 41.798931177)
WEAPONS VIOLATION,41.802448367,-87.648725827,POINT (-87.648725827 41.802448367)
WEAPONS VIOLATION,41.813205374,-87.68456397,POINT (-87.68456397 41.813205374)
WEAPONS VIOLATION,41.801362895,-87.661489592,POINT (-87.661489592 41.801362895)
WEAPONS VIOLATION,41.79432621,-87.643832227,POINT (-87.643832227 41.79432621)
WEAPONS VIOLATION,41.812632192,-87.639545856,POINT (-87.639545856 41.812632192)
WEAPONS VIOLATION,41.794796091,-87.674327426,POINT (-87.674327426 41.794796091)
WEAPONS VIOLATION,41.805750197,-87.674618643,POINT (-87.674618643 41.805750197)
WEAPONS VIOLATION,41.806348485,-87.65761558,POINT (-87.65761558 41.806348485)
WEAPONS VIOLATION,41.802420738,-87.663591109,POINT (-87.663591109 41.802420738)
WEAPONS VIOLATION,41.816263185,-87.640963038,POINT (-87.640963038 41.816263185)
PROSTITUTION,41.800432894,-87.645314467,POINT (-87.645314467 41.800432894)
PROSTITUTION,41.800470848,-87.664755686,POINT (-87.664755686 41.800470848)
PROSTITUTION,41.79903812,-87.664719234,POINT (-87.664719234 41.79903812)
PROSTITUTION,41.808588965,-87.666736367,POINT (-87.666736367 41.808588965)
PROSTITUTION,41.801311132,-87.665319094,POINT (-87.665319094 41.801311132)
PROSTITUTION,41.797086626,-87.664666171,POINT (-87.664666171 41.797086626)
PROSTITUTION,41.79903812,-87.664719234,POINT (-87.664719234 41.79903812)
PROSTITUTION,41.801303932,-87.666441451,POINT (-87.666441451 41.801303932)
PROSTITUTION,41.808564676,-87.66917584,POINT (-87.66917584 41.808564676)
PROSTITUTION,41.797012513,-87.664663275,POINT (-87.664663275 41.797012513)
PROSTITUTION,41.801640774,-87.642180413,POINT (-87.642180413 41.801640774)
PROSTITUTION,41.808634077,-87.645527495,POINT (-87.645527495 41.808634077)
PROSTITUTION,41.795395886,-87.664621403,POINT (-87.664621403 41.795395886)
PROSTITUTION,41.809871411,-87.674976244,POINT (-87.674976244 41.809871411)
PROSTITUTION,41.809359223,-87.672281805,POINT (-87.672281805 41.809359223)
PROSTITUTION,41.801303549,-87.666375438,POINT (-87.666375438 41.801303549)
PROSTITUTION,41.80632805,-87.664911196,POINT (-87.664911196 41.80632805)
PROSTITUTION,41.800698504,-87.673276713,POINT (-87.673276713 41.800698504)
PROSTITUTION,41.800544961,-87.664758583,POINT (-87.664758583 41.800544961)
PROSTITUTION,41.803177614,-87.645387799,POINT (-87.645387799 41.803177614)
PROSTITUTION,,,POINT EMPTY
PROSTITUTION,41.808578073,-87.667697497,POINT (-87.667697497 41.808578073)
PROSTITUTION,41.808553721,-87.670129634,POINT (-87.670129634 41.808553721)
PROSTITUTION,41.806775924,-87.645481349,POINT (-87.645481349 41.806775924)
NARCOTICS,41.802233734,-87.669670337,POINT (-87.669670337 41.802233734)
NARCOTICS,41.810410248,-87.666578097,POINT (-87.666578097 41.810410248)
NARCOTICS,41.80631279,-87.657612288,POINT (-87.657612288 41.80631279)
NARCOTICS,,,POINT EMPTY
NARCOTICS,41.800420681,-87.668405407,POINT (-87.668405407 41.800420681)
NARCOTICS,41.794674527,-87.645170692,POINT (-87.645170692 41.794674527)
NARCOTICS,41.813589417,-87.666328696,POINT (-87.666328696 41.813589417)
NARCOTICS,41.795764158,-87.645195709,POINT (-87.645195709 41.795764158)
NARCOTICS,41.795395886,-87.664621403,POINT (-87.664621403 41.795395886)
NARCOTICS,41.813579975,-87.667539329,POINT (-87.667539329 41.813579975)
NARCOTICS,41.795171524,-87.660974834,POINT (-87.660974834 41.795171524)
NARCOTICS,41.802415869,-87.659941847,POINT (-87.659941847 41.802415869)
NARCOTICS,41.807797677,-87.657651703,POINT (-87.657651703 41.807797677)
NARCOTICS,41.815418448,-87.66514317,POINT (-87.66514317 41.815418448)
NARCOTICS,41.808566508,-87.669018097,POINT (-87.669018097 41.808566508)
NARCOTICS,41.79388344,-87.677413527,POINT (-87.677413527 41.79388344)
NARCOTICS,41.798984299,-87.672014362,POINT (-87.672014362 41.798984299)
NARCOTICS,41.804059789,-87.666071773,POINT (-87.666071773 41.804059789)
NARCOTICS,,,POINT EMPTY
NARCOTICS,41.798567826,-87.659846439,POINT (-87.659846439 41.798567826)
NARCOTICS,41.800863342,-87.664766276,POINT (-87.664766276 41.800863342)
NARCOTICS,41.815841687,-87.645718176,POINT (-87.645718176 41.815841687)
NARCOTICS,41.797215185,-87.662240714,POINT (-87.662240714 41.797215185)
NARCOTICS,41.80672189,-87.671314918,POINT (-87.671314918 41.80672189)
NARCOTICS,41.795997855,-87.648482762,POINT (-87.648482762 41.795997855)
NARCOTICS,41.795003185,-87.673115119,POINT (-87.673115119 41.795003185)
NARCOTICS,41.817570192,-87.665183168,POINT (-87.665183168 41.817570192)
NARCOTICS,41.799621611,-87.655643463,POINT (-87.655643463 41.799621611)
NARCOTICS,41.801410357,-87.657883852,POINT (-87.657883852 41.801410357)
NARCOTICS,41.807897985,-87.675884097,POINT (-87.675884097 41.807897985)
NARCOTICS,41.808187634,-87.683866331,POINT (-87.683866331 41.808187634)
NARCOTICS,41.802783108,-87.657521006,POINT (-87.657521006 41.802783108)
NARCOTICS,41.802465811,-87.656299344,POINT (-87.656299344 41.802465811)
NARCOTICS,41.799038708,-87.654989462,POINT (-87.654989462 41.799038708)
NARCOTICS,41.799167724,-87.654995436,POINT (-87.654995436 41.799167724)
NARCOTICS,41.797206215,-87.66588249,POINT (-87.66588249 41.797206215)
NARCOTICS,41.801597355,-87.644546484,POINT (-87.644546484 41.801597355)
NARCOTICS,41.802422315,-87.652654158,POINT (-87.652654158 41.802422315)
NARCOTICS,41.797288801,-87.6593464,POINT (-87.6593464 41.797288801)
NARCOTICS,41.808749877,-87.653918665,POINT (-87.653918665 41.808749877)
NARCOTICS,41.803259484,-87.655931555,POINT (-87.655931555 41.803259484)
NARCOTICS,41.795551327,-87.65369869,POINT (-87.65369869 41.795551327)
NARCOTICS,41.798550042,-87.645268593,POINT (-87.645268593 41.798550042)
NARCOTICS,41.80133091,-87.664002225,POINT (-87.664002225 41.80133091)
NARCOTICS,41.798353275,-87.674430345,POINT (-87.674430345 41.798353275)
NARCOTICS,41.805707556,-87.673405025,POINT (-87.673405025 41.805707556)
NARCOTICS,41.80634289,-87.66368964,POINT (-87.66368964 41.80634289)
NARCOTICS,41.800889349,-87.644091953,POINT (-87.644091953 41.800889349)
NARCOTICS,41.794553764,-87.645168317,POINT (-87.645168317 41.794553764)
NARCOTICS,41.800863342,-87.664766276,POINT (-87.664766276 41.800863342)
NARCOTICS,41.799592827,-87.657745237,POINT (-87.657745237 41.799592827)
NARCOTICS,41.801355133,-87.645341277,POINT (-87.645341277 41.801355133)
NARCOTICS,41.809680728,-87.683902602,POINT (-87.683902602 41.809680728)
NARCOTICS,41.80255303,-87.653874104,POINT (-87.653874104 41.80255303)
NARCOTICS,41.807971156,-87.660089078,POINT (-87.660089078 41.807971156)
NARCOTICS,41.80620026,-87.657609802,POINT (-87.657609802 41.80620026)
NARCOTICS,41.802295018,-87.653865827,POINT (-87.653865827 41.802295018)
NARCOTICS,41.794416466,-87.638770534,POINT (-87.638770534 41.794416466)
NARCOTICS,41.81220601,-87.669119884,POINT (-87.669119884 41.81220601)
NARCOTICS,41.794033403,-87.663924134,POINT (-87.663924134 41.794033403)
NARCOTICS,41.813539078,-87.669957153,POINT (-87.669957153 41.813539078)
NARCOTICS,41.816234066,-87.642507764,POINT (-87.642507764 41.816234066)
NARCOTICS,41.813602928,-87.684013382,POINT (-87.684013382 41.813602928)
NARCOTICS,41.804911724,-87.664863565,POINT (-87.664863565 41.804911724)
NARCOTICS,41.799376233,-87.641639956,POINT (-87.641639956 41.799376233)
NARCOTICS,41.807990364,-87.660088877,POINT (-87.660088877 41.807990364)
NARCOTICS,41.795997549,-87.648431423,POINT (-87.648431423 41.795997549)
NARCOTICS,41.801339456,-87.663114579,POINT (-87.663114579 41.801339456)
NARCOTICS,41.808514364,-87.640676016,POINT (-87.640676016 41.808514364)
NARCOTICS,41.794976356,-87.667042466,POINT (-87.667042466 41.794976356)
NARCOTICS,41.808481274,-87.678067928,POINT (-87.678067928 41.808481274)
NARCOTICS,41.801328379,-87.664038927,POINT (-87.664038927 41.801328379)
NARCOTICS,41.802253304,-87.663585517,POINT (-87.663585517 41.802253304)
NARCOTICS,41.794060324,-87.662893378,POINT (-87.662893378 41.794060324)
NARCOTICS,41.813200001,-87.668742788,POINT (-87.668742788 41.813200001)
NARCOTICS,41.794806816,-87.671895951,POINT (-87.671895951 41.794806816)
NARCOTICS,41.795181344,-87.66218492,POINT (-87.66218492 41.795181344)
NARCOTICS,41.800878224,-87.663552158,POINT (-87.663552158 41.800878224)
NARCOTICS,41.795997549,-87.648431423,POINT (-87.648431423 41.795997549)
NARCOTICS,41.795026504,-87.663396721,POINT (-87.663396721 41.795026504)
NARCOTICS,41.811741323,-87.669913344,POINT (-87.669913344 41.811741323)
NARCOTICS,41.802688148,-87.656308007,POINT (-87.656308007 41.802688148)
NARCOTICS,41.794132664,-87.657908929,POINT (-87.657908929 41.794132664)
NARCOTICS,41.795448722,-87.660979271,POINT (-87.660979271 41.795448722)
NARCOTICS,41.811351574,-87.669902693,POINT (-87.669902693 41.811351574)
NARCOTICS,41.805894198,-87.673410446,POINT (-87.673410446 41.805894198)
NARCOTICS,41.80255303,-87.653874104,POINT (-87.653874104 41.80255303)
NARCOTICS,41.801428277,-87.65673204,POINT (-87.65673204 41.801428277)
NARCOTICS,41.801012898,-87.674502123,POINT (-87.674502123 41.801012898)
NARCOTICS,41.802514038,-87.663590137,POINT (-87.663590137 41.802514038)
NARCOTICS,41.798005947,-87.641948084,POINT (-87.641948084 41.798005947)
NARCOTICS,41.79874167,-87.664707646,POINT (-87.664707646 41.79874167)
NARCOTICS,41.802783108,-87.657521006,POINT (-87.657521006 41.802783108)
NARCOTICS,41.797266836,-87.659812385,POINT (-87.659812385 41.797266836)
NARCOTICS,41.797185913,-87.645231842,POINT (-87.645231842 41.797185913)
NARCOTICS,41.795997549,-87.648431423,POINT (-87.648431423 41.795997549)
NARCOTICS,41.80087502,-87.661124265,POINT (-87.661124265 41.80087502)
NARCOTICS,41.802326681,-87.667237728,POINT (-87.667237728 41.802326681)
NARCOTICS,41.801458486,-87.654410134,POINT (-87.654410134 41.801458486)
NARCOTICS,41.794326056,-87.643806559,POINT (-87.643806559 41.794326056)
NARCOTICS,41.800870633,-87.65990668,POINT (-87.65990668 41.800870633)
NARCOTICS,41.802207127,-87.666024978,POINT (-87.666024978 41.802207127)
NARCOTICS,41.799592827,-87.657745237,POINT (-87.657745237 41.799592827)
NARCOTICS,41.798597803,-87.665923061,POINT (-87.665923061 41.798597803)
NARCOTICS,41.80594908,-87.673409882,POINT (-87.673409882 41.80594908)
NARCOTICS,41.802685798,-87.664809681,POINT (-87.664809681 41.802685798)
NARCOTICS,41.794553764,-87.645168317,POINT (-87.645168317 41.794553764)
NARCOTICS,41.808262602,-87.656447387,POINT (-87.656447387 41.808262602)
NARCOTICS,41.804061677,-87.669713825,POINT (-87.669713825 41.804061677)
NARCOTICS,41.804106469,-87.658559743,POINT (-87.658559743 41.804106469)
NARCOTICS,41.805844487,-87.670971838,POINT (-87.670971838 41.805844487)
NARCOTICS,41.794828131,-87.667036667,POINT (-87.667036667 41.794828131)
NARCOTICS,41.803944042,-87.663630261,POINT (-87.663630261 41.803944042)
NARCOTICS,41.795586355,-87.65127426,POINT (-87.65127426 41.795586355)
NARCOTICS,41.801458378,-87.654391797,POINT (-87.654391797 41.801458378)
NARCOTICS,41.795169901,-87.659760995,POINT (-87.659760995 41.795169901)
NARCOTICS,41.805474934,-87.645447583,POINT (-87.645447583 41.805474934)
NARCOTICS,41.802331722,-87.664798691,POINT (-87.664798691 41.802331722)
NARCOTICS,41.795171524,-87.660974834,POINT (-87.660974834 41.795171524)
NARCOTICS,41.802589749,-87.652659721,POINT (-87.652659721 41.802589749)
NARCOTICS,41.805898401,-87.674620793,POINT (-87.674620793 41.805898401)
NARCOTICS,41.794081939,-87.661426282,POINT (-87.661426282 41.794081939)
NARCOTICS,41.802114141,-87.668446581,POINT (-87.668446581 41.802114141)
NARCOTICS,41.806222599,-87.666126357,POINT (-87.666126357 41.806222599)
NARCOTICS,41.801012898,-87.674502123,POINT (-87.674502123 41.801012898)
NARCOTICS,41.802649709,-87.656304744,POINT (-87.656304744 41.802649709)
NARCOTICS,41.800481838,-87.652608679,POINT (-87.652608679 41.800481838)
NARCOTICS,41.796030226,-87.646091347,POINT (-87.646091347 41.796030226)
NARCOTICS,41.808615178,-87.664164824,POINT (-87.664164824 41.808615178)
NARCOTICS,41.805809284,-87.664894581,POINT (-87.664894581 41.805809284)
NARCOTICS,41.800744271,-87.653827197,POINT (-87.653827197 41.800744271)
NARCOTICS,41.799431187,-87.672893631,POINT (-87.672893631 41.799431187)
NARCOTICS,41.808506702,-87.676274017,POINT (-87.676274017 41.808506702)
NARCOTICS,41.80273315,-87.661167194,POINT (-87.661167194 41.80273315)
NARCOTICS,41.816315762,-87.637855302,POINT (-87.637855302 41.816315762)
NARCOTICS,41.800301097,-87.667185355,POINT (-87.667185355 41.800301097)
NARCOTICS,41.798500145,-87.664702821,POINT (-87.664702821 41.798500145)
NARCOTICS,41.802441545,-87.652657622,POINT (-87.652657622 41.802441545)
NARCOTICS,41.803900587,-87.66606609,POINT (-87.66606609 41.803900587)
NARCOTICS,41.800671991,-87.669627771,POINT (-87.669627771 41.800671991)
NARCOTICS,41.802420738,-87.663591109,POINT (-87.663591109 41.802420738)
NARCOTICS,41.799016573,-87.667150982,POINT (-87.667150982 41.799016573)
NARCOTICS,41.797388573,-87.652531394,POINT (-87.652531394 41.797388573)
NARCOTICS,41.803695412,-87.66240783,POINT (-87.66240783 41.803695412)
NARCOTICS,41.803110547,-87.650244537,POINT (-87.650244537 41.803110547)
NARCOTICS,41.803857358,-87.662413476,POINT (-87.662413476 41.803857358)
NARCOTICS,41.799361592,-87.646517856,POINT (-87.646517856 41.799361592)
NARCOTICS,41.797277742,-87.653742794,POINT (-87.653742794 41.797277742)
NARCOTICS,41.812209339,-87.668272493,POINT (-87.668272493 41.812209339)
NARCOTICS,41.80133091,-87.664002225,POINT (-87.664002225 41.80133091)
NARCOTICS,41.800745316,-87.652613225,POINT (-87.652613225 41.800745316)
NARCOTICS,41.805837407,-87.66124845,POINT (-87.66124845 41.805837407)
NARCOTICS,41.793924612,-87.673580917,POINT (-87.673580917 41.793924612)
NARCOTICS,41.800910693,-87.661123892,POINT (-87.661123892 41.800910693)
NARCOTICS,41.794708258,-87.674324659,POINT (-87.674324659 41.794708258)
NARCOTICS,41.800655526,-87.669627941,POINT (-87.669627941 41.800655526)
NARCOTICS,41.802399912,-87.662373666,POINT (-87.662373666 41.802399912)
NARCOTICS,41.80696282,-87.651050903,POINT (-87.651050903 41.80696282)
NARCOTICS,41.800831656,-87.657475495,POINT (-87.657475495 41.800831656)
NARCOTICS,41.794775359,-87.673106456,POINT (-87.673106456 41.794775359)
NARCOTICS,41.794868928,-87.675544197,POINT (-87.675544197 41.794868928)
NARCOTICS,41.798928748,-87.675722728,POINT (-87.675722728 41.798928748)
NARCOTICS,41.794952392,-87.663393825,POINT (-87.663393825 41.794952392)
NARCOTICS,,,POINT EMPTY
NARCOTICS,41.80277809,-87.653879062,POINT (-87.653879062 41.80277809)
NARCOTICS,41.802516383,-87.64403784,POINT (-87.64403784 41.802516383)
NARCOTICS,41.798996492,-87.670796641,POINT (-87.670796641 41.798996492)
NARCOTICS,41.79735622,-87.654948527,POINT (-87.654948527 41.79735622)
NARCOTICS,41.795286147,-87.641456567,POINT (-87.641456567 41.795286147)
NARCOTICS,41.807890782,-87.672238214,POINT (-87.672238214 41.807890782)
NARCOTICS,41.796944973,-87.671958314,POINT (-87.671958314 41.796944973)
NARCOTICS,41.798736215,-87.652564807,POINT (-87.652564807 41.798736215)
NARCOTICS,41.799302142,-87.641640753,POINT (-87.641640753 41.799302142)
OTHER OFFENSE,41.795165413,-87.646489313,POINT (-87.646489313 41.795165413)
OTHER OFFENSE,41.799575478,-87.658996033,POINT (-87.658996033 41.799575478)
OTHER OFFENSE,41.806955088,-87.651597503,POINT (-87.651597503 41.806955088)
OTHER OFFENSE,41.800745316,-87.652613225,POINT (-87.652613225 41.800745316)
OTHER OFFENSE,41.797187006,-87.665882689,POINT (-87.665882689 41.797187006)
OTHER OFFENSE,41.809577311,-87.671076439,POINT (-87.671076439 41.809577311)
OTHER OFFENSE,41.804112525,-87.658189237,POINT (-87.658189237 41.804112525)
OTHER OFFENSE,41.795815172,-87.671152128,POINT (-87.671152128 41.795815172)
OTHER OFFENSE,41.815994603,-87.643302717,POINT (-87.643302717 41.815994603)
OTHER OFFENSE,41.796718385,-87.670735757,POINT (-87.670735757 41.796718385)
OTHER OFFENSE,41.798719294,-87.670792162,POINT (-87.670792162 41.798719294)
OTHER OFFENSE,41.800750812,-87.664763778,POINT (-87.664763778 41.800750812)
OTHER OFFENSE,41.82319282,-87.668426668,POINT (-87.668426668 41.82319282)
OTHER OFFENSE,41.808632154,-87.662840497,POINT (-87.662840497 41.808632154)
OTHER OFFENSE,41.795205706,-87.668261282,POINT (-87.668261282 41.795205706)
OTHER OFFENSE,41.799330477,-87.644071983,POINT (-87.644071983 41.799330477)
OTHER OFFENSE,41.794981438,-87.664611042,POINT (-87.664611042 41.794981438)
OTHER OFFENSE,41.797090432,-87.651309655,POINT (-87.651309655 41.797090432)
OTHER OFFENSE,41.798792908,-87.659855084,POINT (-87.659855084 41.798792908)
OTHER OFFENSE,41.803227125,-87.658359911,POINT (-87.658359911 41.803227125)
OTHER OFFENSE,41.803844728,-87.655122157,POINT (-87.655122157 41.803844728)
OTHER OFFENSE,41.809962045,-87.665009138,POINT (-87.665009138 41.809962045)
OTHER OFFENSE,41.802592348,-87.673326962,POINT (-87.673326962 41.802592348)
OTHER OFFENSE,41.80236512,-87.667240998,POINT (-87.667240998 41.80236512)
OTHER OFFENSE,41.808502756,-87.675584474,POINT (-87.675584474 41.808502756)
OTHER OFFENSE,41.803044667,-87.650241569,POINT (-87.650241569 41.803044667)
OTHER OFFENSE,41.800487739,-87.667190757,POINT (-87.667190757 41.800487739)
OTHER OFFENSE,41.793986705,-87.667694471,POINT (-87.667694471 41.793986705)
OTHER OFFENSE,41.81854224,-87.656841739,POINT (-87.656841739 41.81854224)
OTHER OFFENSE,41.815834469,-87.669210788,POINT (-87.669210788 41.815834469)
OTHER OFFENSE,41.795026937,-87.665828089,POINT (-87.665828089 41.795026937)
OTHER OFFENSE,41.805913985,-87.667328946,POINT (-87.667328946 41.805913985)
OTHER OFFENSE,41.808187634,-87.683866331,POINT (-87.683866331 41.808187634)
OTHER OFFENSE,41.802702279,-87.652662198,POINT (-87.652662198 41.802702279)
OTHER OFFENSE,41.805932336,-87.662465185,POINT (-87.662465185 41.805932336)
OTHER OFFENSE,41.811583868,-87.643188659,POINT (-87.643188659 41.811583868)
OTHER OFFENSE,41.802981531,-87.650238572,POINT (-87.650238572 41.802981531)
OTHER OFFENSE,41.797021352,-87.654937389,POINT (-87.654937389 41.797021352)
OTHER OFFENSE,41.80890135,-87.643419193,POINT (-87.643419193 41.80890135)
OTHER OFFENSE,41.806155614,-87.644090528,POINT (-87.644090528 41.806155614)
OTHER OFFENSE,41.798889417,-87.662278258,POINT (-87.662278258 41.798889417)
OTHER OFFENSE,41.797331958,-87.651314429,POINT (-87.651314429 41.797331958)
OTHER OFFENSE,41.806203361,-87.641533514,POINT (-87.641533514 41.806203361)
OTHER OFFENSE,41.798996015,-87.659860293,POINT (-87.659860293 41.798996015)
OTHER OFFENSE,41.799361592,-87.646517856,POINT (-87.646517856 41.799361592)
OTHER OFFENSE,41.810079735,-87.663071164,POINT (-87.663071164 41.810079735)
OTHER OFFENSE,41.801337268,-87.663209959,POINT (-87.663209959 41.801337268)
OTHER OFFENSE,41.814490451,-87.637794346,POINT (-87.637794346 41.814490451)
OTHER OFFENSE,41.798735759,-87.670791992,POINT (-87.670791992 41.798735759)
OTHER OFFENSE,41.80237456,-87.666030576,POINT (-87.666030576 41.80237456)
OTHER OFFENSE,41.797014814,-87.670743706,POINT (-87.670743706 41.797014814)
OTHER OFFENSE,41.800803388,-87.641661284,POINT (-87.641661284 41.800803388)
OTHER OFFENSE,41.806133909,-87.669765797,POINT (-87.669765797 41.806133909)
OTHER OFFENSE,41.815399612,-87.637927576,POINT (-87.637927576 41.815399612)
OTHER OFFENSE,41.81585395,-87.666888478,POINT (-87.666888478 41.81585395)
OTHER OFFENSE,41.799167724,-87.654995436,POINT (-87.654995436 41.799167724)
OTHER OFFENSE,41.795512242,-87.651271379,POINT (-87.651271379 41.795512242)
OTHER OFFENSE,41.799419885,-87.673792279,POINT (-87.673792279 41.799419885)
OTHER OFFENSE,41.822679492,-87.684233535,POINT (-87.684233535 41.822679492)
OTHER OFFENSE,41.815365823,-87.640055607,POINT (-87.640055607 41.815365823)
OTHER OFFENSE,41.801655185,-87.683679236,POINT (-87.683679236 41.801655185)
ASSAULT,41.795414282,-87.688968102,POINT (-87.688968102 41.795414282)
NARCOTICS,41.801102406,-87.6873634,POINT (-87.6873634 41.801102406)
BATTERY,41.791156415,-87.701049546,POINT (-87.701049546 41.791156415)
OFFENSE INVOLVING CHILDREN,41.793390915,-87.711728299,POINT (-87.711728299 41.793390915)
NARCOTICS,41.787412871,-87.698501238,POINT (-87.698501238 41.787412871)
CRIMINAL DAMAGE,41.789055185,-87.702210597,POINT (-87.702210597 41.789055185)
ROBBERY,41.794519322,-87.693821441,POINT (-87.693821441 41.794519322)
NARCOTICS,41.800847298,-87.702193923,POINT (-87.702193923 41.800847298)
NARCOTICS,41.790770916,-87.699817558,POINT (-87.699817558 41.790770916)
ASSAULT,41.796516523,-87.703640999,POINT (-87.703640999 41.796516523)
ARSON,41.79346782,-87.706688899,POINT (-87.706688899 41.79346782)
NARCOTICS,41.798652846,-87.693934379,POINT (-87.693934379 41.798652846)
DECEPTIVE PRACTICE,41.787621932,-87.683861271,POINT (-87.683861271 41.787621932)
ROBBERY,41.797034975,-87.685343199,POINT (-87.685343199 41.797034975)
PUBLIC PEACE VIOLATION,41.797911342,-87.709810577,POINT (-87.709810577 41.797911342)
OFFENSE INVOLVING CHILDREN,41.793060906,-87.703539139,POINT (-87.703539139 41.793060906)
CRIMINAL DAMAGE,41.791965043,-87.688049214,POINT (-87.688049214 41.791965043)
OFFENSE INVOLVING CHILDREN,41.801086079,-87.688364813,POINT (-87.688364813 41.801086079)
BURGLARY,41.7895391,-87.692462846,POINT (-87.692462846 41.7895391)
OTHER OFFENSE,41.798114448,-87.709815943,POINT (-87.709815943 41.798114448)
NARCOTICS,41.798524746,-87.700038258,POINT (-87.700038258 41.798524746)
ROBBERY,41.78935216,-87.708342424,POINT (-87.708342424 41.78935216)
PUBLIC PEACE VIOLATION,41.795846122,-87.708521376,POINT (-87.708521376 41.795846122)
OFFENSE INVOLVING CHILDREN,41.796370382,-87.69753636,POINT (-87.69753636 41.796370382)
PROSTITUTION,41.78628072,-87.70121479,POINT (-87.70121479 41.78628072)
CRIMINAL TRESPASS,41.789478809,-87.685140616,POINT (-87.685140616 41.789478809)
ROBBERY,41.797183949,-87.702743298,POINT (-87.702743298 41.797183949)
NARCOTICS,41.793011838,-87.701100986,POINT (-87.701100986 41.793011838)
CRIMINAL DAMAGE,41.800217329,-87.693977507,POINT (-87.693977507 41.800217329)
CRIMINAL TRESPASS,41.787690636,-87.686310009,POINT (-87.686310009 41.787690636)
PUBLIC PEACE VIOLATION,41.80065666,-87.686667374,POINT (-87.686667374 41.80065666)
BATTERY,41.79139322,-87.683973551,POINT (-87.683973551 41.79139322)
OTHER OFFENSE,41.789514483,-87.685140257,POINT (-87.685140257 41.789514483)
OTHER OFFENSE,41.798393542,-87.692708369,POINT (-87.692708369 41.798393542)
OFFENSE INVOLVING CHILDREN,41.795080677,-87.692616675,POINT (-87.692616675 41.795080677)
CRIMINAL DAMAGE,41.80169033,-87.703792065,POINT (-87.703792065 41.80169033)
ROBBERY,41.800947397,-87.681782917,POINT (-87.681782917 41.800947397)
CRIMINAL DAMAGE,41.787553164,-87.707061848,POINT (-87.707061848 41.787553164)
ASSAULT,41.803671998,-87.703846021,POINT (-87.703846021 41.803671998)
CRIMINAL DAMAGE,41.801021911,-87.692099046,POINT (-87.692099046 41.801021911)
OFFENSE INVOLVING CHILDREN,41.7909676,-87.707160625,POINT (-87.707160625 41.7909676)
BURGLARY,41.786497717,-87.687924371,POINT (-87.687924371 41.786497717)
NARCOTICS,41.795281686,-87.707676057,POINT (-87.707676057 41.795281686)
ASSAULT,41.793390915,-87.711728299,POINT (-87.711728299 41.793390915)
DECEPTIVE PRACTICE,41.793060906,-87.703539139,POINT (-87.703539139 41.793060906)
DECEPTIVE PRACTICE,41.791243922,-87.703490919,POINT (-87.703490919 41.791243922)
HOMICIDE,41.787445004,-87.68752619,POINT (-87.68752619 41.787445004)
NARCOTICS,41.802314295,-87.694037349,POINT (-87.694037349 41.802314295)
NARCOTICS,41.786538483,-87.685415907,POINT (-87.685415907 41.786538483)
PUBLIC PEACE VIOLATION,41.800354747,-87.689101986,POINT (-87.689101986 41.800354747)
DECEPTIVE PRACTICE,41.79803799,-87.70736319,POINT (-87.70736319 41.79803799)
OTHER OFFENSE,41.786529741,-87.681928919,POINT (-87.681928919 41.786529741)
CRIMINAL DAMAGE,41.800401227,-87.693983014,POINT (-87.693983014 41.800401227)
OTHER OFFENSE,41.791057182,-87.685212723,POINT (-87.685212723 41.791057182)
ROBBERY,41.796678128,-87.706092859,POINT (-87.706092859 41.796678128)
CRIMINAL DAMAGE,41.796678467,-87.703646748,POINT (-87.703646748 41.796678467)
NARCOTICS,41.796939201,-87.703651531,POINT (-87.703651531 41.796939201)
OTHER OFFENSE,41.803850142,-87.687977655,POINT (-87.687977655 41.803850142)
NARCOTICS,41.790956796,-87.691282619,POINT (-87.691282619 41.790956796)
NARCOTICS,41.796207594,-87.704857899,POINT (-87.704857899 41.796207594)
PUBLIC PEACE VIOLATION,41.792931683,-87.690122438,POINT (-87.690122438 41.792931683)
CRIMINAL DAMAGE,41.80462016,-87.684368169,POINT (-87.684368169 41.80462016)
CRIMINAL DAMAGE,41.789494875,-87.697343953,POINT (-87.697343953 41.789494875)
PUBLIC PEACE VIOLATION,,,POINT EMPTY
OTHER OFFENSE,41.78638882,-87.69446326,POINT (-87.69446326 41.78638882)
NARCOTICS,41.786381695,-87.695156345,POINT (-87.695156345 41.786381695)
PUBLIC PEACE VIOLATION,41.789677808,-87.688805538,POINT (-87.688805538 41.789677808)
THEFT,41.796942971,-87.684115567,POINT (-87.684115567 41.796942971)
