rank,refresh_date,week,country_code,region_name,region_code,term,score,country_name
23,2022-06-30,2017-07-02,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2017-07-09,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2017-07-23,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2017-09-10,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2017-09-24,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2017-11-19,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2018-01-21,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2018-03-11,ID,Aceh,ID-AC,Anna,7,Indonesia
23,2022-06-30,2018-05-20,ID,Aceh,ID-AC,Anna,9,Indonesia
23,2022-06-30,2018-05-27,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2018-06-03,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2018-06-17,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2018-08-05,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2018-08-26,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2018-09-23,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2018-09-30,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2018-10-07,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2018-11-18,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2018-12-02,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2019-01-27,ID,Aceh,ID-AC,Anna,7,Indonesia
23,2022-06-30,2019-03-03,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2019-03-17,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2019-04-21,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2019-05-19,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2019-05-26,ID,Aceh,ID-AC,Anna,7,Indonesia
23,2022-06-30,2019-06-09,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2019-08-11,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2019-09-15,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2019-09-22,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2019-09-29,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2019-12-08,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2019-12-22,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2020-01-05,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2020-02-02,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2020-02-23,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2020-03-01,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2020-03-08,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2020-04-19,ID,Aceh,ID-AC,Anna,7,Indonesia
23,2022-06-30,2020-09-06,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2020-09-20,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2020-09-27,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2020-10-04,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2020-11-22,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2020-11-29,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2020-12-13,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2020-12-27,ID,Aceh,ID-AC,Anna,9,Indonesia
23,2022-06-30,2021-01-03,ID,Aceh,ID-AC,Anna,17,Indonesia
23,2022-06-30,2021-01-17,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2021-03-21,ID,Aceh,ID-AC,Anna,8,Indonesia
23,2022-06-30,2021-04-04,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2021-05-09,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2021-05-23,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2021-06-27,ID,Aceh,ID-AC,Anna,,Indonesia
23,2022-06-30,2021-07-04,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2021-07-18,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2021-07-25,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2021-09-12,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2021-10-31,ID,Aceh,ID-AC,Anna,2,Indonesia
23,2022-06-30,2021-11-14,ID,Aceh,ID-AC,Anna,5,Indonesia
23,2022-06-30,2021-11-21,ID,Aceh,ID-AC,Anna,6,Indonesia
23,2022-06-30,2021-12-12,ID,Aceh,ID-AC,Anna,100,Indonesia
23,2022-06-30,2022-02-27,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2022-03-13,ID,Aceh,ID-AC,Anna,4,Indonesia
23,2022-06-30,2022-04-03,ID,Aceh,ID-AC,Anna,3,Indonesia
23,2022-06-30,2022-04-10,ID,Aceh,ID-AC,Anna,1,Indonesia
23,2022-06-30,2017-08-20,ID,Bali,ID-BA,Anna,14,Indonesia
23,2022-06-30,2017-09-03,ID,Bali,ID-BA,Anna,12,Indonesia
23,2022-06-30,2017-09-10,ID,Bali,ID-BA,Anna,15,Indonesia
23,2022-06-30,2017-09-24,ID,Bali,ID-BA,Anna,11,Indonesia
23,2022-06-30,2017-10-15,ID,Bali,ID-BA,Anna,12,Indonesia
23,2022-06-30,2017-10-22,ID,Bali,ID-BA,Anna,20,Indonesia
23,2022-06-30,2017-11-05,ID,Bali,ID-BA,Anna,4,Indonesia
23,2022-06-30,2017-11-19,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2017-11-26,ID,Bali,ID-BA,Anna,4,Indonesia
23,2022-06-30,2018-01-07,ID,Bali,ID-BA,Anna,8,Indonesia
23,2022-06-30,2018-01-14,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2018-02-04,ID,Bali,ID-BA,Anna,7,Indonesia
23,2022-06-30,2018-02-25,ID,Bali,ID-BA,Anna,10,Indonesia
23,2022-06-30,2018-03-04,ID,Bali,ID-BA,Anna,12,Indonesia
23,2022-06-30,2018-04-22,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2018-05-13,ID,Bali,ID-BA,Anna,19,Indonesia
23,2022-06-30,2018-05-20,ID,Bali,ID-BA,Anna,13,Indonesia
23,2022-06-30,2018-06-10,ID,Bali,ID-BA,Anna,8,Indonesia
23,2022-06-30,2018-07-08,ID,Bali,ID-BA,Anna,16,Indonesia
23,2022-06-30,2018-07-15,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2018-07-29,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2018-08-12,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2018-10-21,ID,Bali,ID-BA,Anna,4,Indonesia
23,2022-06-30,2019-02-24,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2019-03-17,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2019-03-24,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2019-04-14,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2019-07-07,ID,Bali,ID-BA,Anna,13,Indonesia
23,2022-06-30,2019-07-21,ID,Bali,ID-BA,Anna,11,Indonesia
23,2022-06-30,2019-07-28,ID,Bali,ID-BA,Anna,13,Indonesia
23,2022-06-30,2019-09-01,ID,Bali,ID-BA,Anna,14,Indonesia
23,2022-06-30,2019-09-15,ID,Bali,ID-BA,Anna,13,Indonesia
23,2022-06-30,2019-09-29,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2019-10-20,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2019-11-03,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2019-12-29,ID,Bali,ID-BA,Anna,12,Indonesia
23,2022-06-30,2020-01-05,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2020-01-12,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2020-01-26,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2020-02-09,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2020-03-01,ID,Bali,ID-BA,Anna,7,Indonesia
23,2022-06-30,2020-03-08,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2020-05-03,ID,Bali,ID-BA,Anna,10,Indonesia
23,2022-06-30,2020-06-14,ID,Bali,ID-BA,Anna,12,Indonesia
23,2022-06-30,2020-07-05,ID,Bali,ID-BA,Anna,4,Indonesia
23,2022-06-30,2020-07-19,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2020-08-02,ID,Bali,ID-BA,Anna,7,Indonesia
23,2022-06-30,2020-08-30,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2020-10-04,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2020-10-18,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2020-11-29,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2020-12-20,ID,Bali,ID-BA,Anna,3,Indonesia
23,2022-06-30,2021-05-02,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2021-06-13,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2021-09-12,ID,Bali,ID-BA,Anna,6,Indonesia
23,2022-06-30,2021-10-03,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2021-10-10,ID,Bali,ID-BA,Anna,5,Indonesia
23,2022-06-30,2021-10-24,ID,Bali,ID-BA,Anna,7,Indonesia
23,2022-06-30,2021-12-19,ID,Bali,ID-BA,Anna,16,Indonesia
23,2022-06-30,2021-12-26,ID,Bali,ID-BA,Anna,17,Indonesia
23,2022-06-30,2022-02-13,ID,Bali,ID-BA,Anna,29,Indonesia
23,2022-06-30,2022-02-20,ID,Bali,ID-BA,Anna,20,Indonesia
23,2022-06-30,2022-03-06,ID,Bali,ID-BA,Anna,8,Indonesia
23,2022-06-30,2022-03-13,ID,Bali,ID-BA,Anna,10,Indonesia
23,2022-06-30,2022-04-03,ID,Bali,ID-BA,Anna,9,Indonesia
23,2022-06-30,2022-05-08,ID,Bali,ID-BA,Anna,8,Indonesia
23,2022-06-30,2022-05-29,ID,Bali,ID-BA,Anna,7,Indonesia
23,2022-06-30,2022-06-26,ID,Bali,ID-BA,Anna,13,Indonesia
23,2022-06-30,2017-07-16,ID,Bangka Belitung Islands,ID-BB,Anna,8,Indonesia
23,2022-06-30,2017-08-20,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2017-08-27,ID,Bangka Belitung Islands,ID-BB,Anna,7,Indonesia
23,2022-06-30,2017-10-01,ID,Bangka Belitung Islands,ID-BB,Anna,6,Indonesia
23,2022-06-30,2017-10-08,ID,Bangka Belitung Islands,ID-BB,Anna,12,Indonesia
23,2022-06-30,2017-11-05,ID,Bangka Belitung Islands,ID-BB,Anna,6,Indonesia
23,2022-06-30,2018-01-28,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2018-02-18,ID,Bangka Belitung Islands,ID-BB,Anna,15,Indonesia
23,2022-06-30,2018-03-04,ID,Bangka Belitung Islands,ID-BB,Anna,10,Indonesia
23,2022-06-30,2018-04-01,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2018-06-17,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2018-06-24,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2018-08-12,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2018-08-26,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2018-09-16,ID,Bangka Belitung Islands,ID-BB,Anna,8,Indonesia
23,2022-06-30,2018-11-04,ID,Bangka Belitung Islands,ID-BB,Anna,7,Indonesia
23,2022-06-30,2018-11-18,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2018-11-25,ID,Bangka Belitung Islands,ID-BB,Anna,12,Indonesia
23,2022-06-30,2019-01-06,ID,Bangka Belitung Islands,ID-BB,Anna,8,Indonesia
23,2022-06-30,2019-02-03,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2019-03-31,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2019-04-14,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2019-06-16,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2019-06-23,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2019-07-07,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2019-08-11,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2019-10-13,ID,Bangka Belitung Islands,ID-BB,Anna,9,Indonesia
23,2022-06-30,2019-11-17,ID,Bangka Belitung Islands,ID-BB,Anna,18,Indonesia
23,2022-06-30,2019-11-24,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2020-02-23,ID,Bangka Belitung Islands,ID-BB,Anna,9,Indonesia
23,2022-06-30,2020-03-01,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2020-03-22,ID,Bangka Belitung Islands,ID-BB,Anna,7,Indonesia
23,2022-06-30,2020-04-05,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2020-04-26,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2020-05-17,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2020-05-24,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2020-06-21,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2020-06-28,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2020-08-02,ID,Bangka Belitung Islands,ID-BB,Anna,7,Indonesia
23,2022-06-30,2020-08-30,ID,Bangka Belitung Islands,ID-BB,Anna,2,Indonesia
23,2022-06-30,2020-10-11,ID,Bangka Belitung Islands,ID-BB,Anna,4,Indonesia
23,2022-06-30,2020-11-01,ID,Bangka Belitung Islands,ID-BB,Anna,8,Indonesia
23,2022-06-30,2020-12-06,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2020-12-27,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2021-02-21,ID,Bangka Belitung Islands,ID-BB,Anna,9,Indonesia
23,2022-06-30,2021-04-04,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2021-04-18,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2021-05-09,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2021-05-16,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2021-05-30,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2021-06-20,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2021-06-27,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2021-07-11,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2021-08-15,ID,Bangka Belitung Islands,ID-BB,Anna,2,Indonesia
23,2022-06-30,2021-08-22,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2021-09-05,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2021-10-10,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2021-11-28,ID,Bangka Belitung Islands,ID-BB,Anna,2,Indonesia
23,2022-06-30,2022-01-16,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2022-02-27,ID,Bangka Belitung Islands,ID-BB,Anna,5,Indonesia
23,2022-06-30,2022-04-17,ID,Bangka Belitung Islands,ID-BB,Anna,2,Indonesia
23,2022-06-30,2022-05-01,ID,Bangka Belitung Islands,ID-BB,Anna,3,Indonesia
23,2022-06-30,2022-05-22,ID,Bangka Belitung Islands,ID-BB,Anna,,Indonesia
23,2022-06-30,2017-07-02,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-07-30,ID,Bengkulu,ID-BE,Anna,9,Indonesia
23,2022-06-30,2017-09-03,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-09-17,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-10-01,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-10-15,ID,Bengkulu,ID-BE,Anna,8,Indonesia
23,2022-06-30,2017-11-12,ID,Bengkulu,ID-BE,Anna,21,Indonesia
23,2022-06-30,2017-11-26,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-12-10,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-12-24,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2017-12-31,ID,Bengkulu,ID-BE,Anna,22,Indonesia
23,2022-06-30,2018-01-07,ID,Bengkulu,ID-BE,Anna,14,Indonesia
23,2022-06-30,2018-02-11,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2018-04-01,ID,Bengkulu,ID-BE,Anna,11,Indonesia
23,2022-06-30,2018-04-15,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2018-07-29,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2018-08-05,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2018-10-28,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2018-11-04,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2018-12-16,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2019-01-27,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2019-02-03,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2019-02-24,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2019-03-24,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2019-04-28,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2019-05-19,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2019-06-30,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2019-09-29,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2019-11-10,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2020-02-02,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2020-02-09,ID,Bengkulu,ID-BE,Anna,4,Indonesia
23,2022-06-30,2020-03-08,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2020-04-12,ID,Bengkulu,ID-BE,Anna,9,Indonesia
23,2022-06-30,2020-04-19,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2020-06-07,ID,Bengkulu,ID-BE,Anna,11,Indonesia
23,2022-06-30,2020-06-28,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2020-08-30,ID,Bengkulu,ID-BE,Anna,2,Indonesia
23,2022-06-30,2020-10-11,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2020-11-01,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2020-11-22,ID,Bengkulu,ID-BE,Anna,7,Indonesia
23,2022-06-30,2021-01-10,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2021-01-24,ID,Bengkulu,ID-BE,Anna,8,Indonesia
23,2022-06-30,2021-03-07,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2021-03-28,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2021-04-04,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2021-04-18,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2021-06-13,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2021-07-18,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2021-07-25,ID,Bengkulu,ID-BE,Anna,2,Indonesia
23,2022-06-30,2021-08-01,ID,Bengkulu,ID-BE,Anna,12,Indonesia
23,2022-06-30,2021-08-29,ID,Bengkulu,ID-BE,Anna,10,Indonesia
23,2022-06-30,2021-09-26,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2021-10-03,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2021-10-31,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2021-11-14,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2021-11-21,ID,Bengkulu,ID-BE,Anna,8,Indonesia
23,2022-06-30,2022-01-30,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2022-02-13,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2022-02-20,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2022-04-17,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2022-05-01,ID,Bengkulu,ID-BE,Anna,,Indonesia
23,2022-06-30,2022-05-08,ID,Bengkulu,ID-BE,Anna,5,Indonesia
23,2022-06-30,2022-05-22,ID,Bengkulu,ID-BE,Anna,3,Indonesia
23,2022-06-30,2017-07-02,ID,Banten,ID-BT,Anna,11,Indonesia
23,2022-06-30,2017-07-16,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2017-08-06,ID,Banten,ID-BT,Anna,11,Indonesia
23,2022-06-30,2017-08-27,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2017-09-17,ID,Banten,ID-BT,Anna,11,Indonesia
23,2022-06-30,2017-10-29,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2017-12-31,ID,Banten,ID-BT,Anna,12,Indonesia
23,2022-06-30,2018-01-28,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2018-05-13,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2018-05-20,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2018-05-27,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2018-06-17,ID,Banten,ID-BT,Anna,10,Indonesia
23,2022-06-30,2018-09-02,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2018-12-23,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2019-02-10,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2019-04-21,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2019-04-28,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2019-05-19,ID,Banten,ID-BT,Anna,4,Indonesia
23,2022-06-30,2019-05-26,ID,Banten,ID-BT,Anna,10,Indonesia
23,2022-06-30,2019-06-16,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2019-07-28,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2019-08-11,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2019-09-15,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2019-09-29,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2019-10-13,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2019-10-27,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2019-11-03,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2019-11-10,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2020-01-05,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2020-02-02,ID,Banten,ID-BT,Anna,4,Indonesia
23,2022-06-30,2020-02-16,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2020-03-29,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2020-04-12,ID,Banten,ID-BT,Anna,10,Indonesia
23,2022-06-30,2020-06-07,ID,Banten,ID-BT,Anna,10,Indonesia
23,2022-06-30,2020-07-05,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2020-07-12,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2020-07-19,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2020-08-16,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2020-08-23,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2020-08-30,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2020-09-13,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2020-09-20,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2020-10-04,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2020-10-11,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2020-11-01,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2020-11-15,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2020-12-13,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2020-12-20,ID,Banten,ID-BT,Anna,9,Indonesia
23,2022-06-30,2021-02-07,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2021-03-07,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2021-03-14,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2021-04-11,ID,Banten,ID-BT,Anna,4,Indonesia
23,2022-06-30,2021-05-23,ID,Banten,ID-BT,Anna,8,Indonesia
23,2022-06-30,2021-06-06,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2021-08-29,ID,Banten,ID-BT,Anna,4,Indonesia
23,2022-06-30,2021-09-05,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2021-11-21,ID,Banten,ID-BT,Anna,5,Indonesia
23,2022-06-30,2022-01-09,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2022-01-16,ID,Banten,ID-BT,Anna,6,Indonesia
23,2022-06-30,2022-02-13,ID,Banten,ID-BT,Anna,20,Indonesia
23,2022-06-30,2022-03-06,ID,Banten,ID-BT,Anna,11,Indonesia
23,2022-06-30,2022-03-20,ID,Banten,ID-BT,Anna,7,Indonesia
23,2022-06-30,2022-05-01,ID,Banten,ID-BT,Anna,10,Indonesia
23,2022-06-30,2022-05-15,ID,Banten,ID-BT,Anna,6,Indonesia
